Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item,Frequency,Pronunciation,Letters,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Mean Shortest Path
rapt,4,132,0.24,"r""apt",4,1,{rapt},"{r""apt}",1,JJ,825.31,0.39,,rapt,0.24,R AE P T,4,3,0.3333333333333333,6.7620820020249745e-06,0.013168587146358319,-6.10079480382746e-18,
rare,4,36258,21.31,"r""Er",3,1,{rare},"{r""Er}",1,JJ,566.97,0.97,,rare,21.31,R AE R,4,15,0.4666666666666667,2.5376730973883225e-05,0.014826082381820557,-2.6165523532788354e-16,
rash,4,2285,8.04,"r""aS",3,1,{rash},"{r""aS}",1,NN,662.09,0.97,,rash,8.04,R AE SH,4,10,0.6222222222222222,1.0416419262919097e-05,0.012395741030780083,-2.1825955174300496e-16,
rasp,4,122,0.1,"r""asp",4,1,{rasp},"{r""asp}",1,NN|VB,817.81,0.79,,rasp,0.1,R AE S P,4,5,0.3,7.712851743311382e-06,0.011747504477706429,-4.49152935910403e-17,
rate,4,87417,24.92,"r""et",3,1,{rate},"{r""et}",1,NN|VB,578.64,0.9,,rate,24.92,R EY T,4,16,0.35,2.0308608078107323e-05,0.013601366768340782,-1.7270465136423453e-16,
rave,4,2964,2.53,"r""ev",3,1,{rave},"{r""ev}",1,VB,564.12,1,,rave,2.53,R EY V,4,15,0.3523809523809524,1.3966777156654654e-05,0.013668139321651588,-1.8932092006439054e-16,
raze,4,110,0.16,"r""ez",3,1,{raze},"{r""ez}",1,VB,803.68,0.67,,raze,0.16,R EY Z,4,13,0.46153846153846156,3.3812241273485086e-06,0.013313611436044339,-1.5573192938323437e-16,
read,4,289582,241.22,"r""id",3,1,{read},"{r""id}",1,VB|NN,547.58,1,,read,241.22,R IY D,4,10,0.26666666666666666,2.7296990911566228e-05,0.013782963174338731,-2.817136991863443e-17,
real,4,197763,442.8,"r""i@l",4,1,{real},"{r""i@l}",1,JJ,630.88,0.97,,real,442.8,R IY AH L,4,12,0.4090909090909091,1.5196751239673994e-05,0.013309754095341443,-4.529639205111976e-17,
ream,4,336,0.22,"r""im",3,1,{ream},"{r""im}",1,NN,760.43,0.6,,ream,0.22,R IY M,4,8,0.32142857142857145,1.9391950759196257e-05,0.01322545451563869,-2.0505783038907604e-17,
reap,4,1433,2.59,"r""ip",3,1,{reap},"{r""ip}",1,VB,776.67,0.87,,reap,2.59,R IY P,4,6,0.4666666666666667,1.4522381019057318e-06,0.012515629004242199,-1.780801609112227e-17,
puff,4,1196,4.45,"p""Vf",3,1,{puff},"{p""Vf}",1,NN|VB,645.23,0.91,,puff,4.45,P AH F,4,3,1.0,0.0,0.00018029184742802411,-1.0907032247990555e-18,
puke,4,1277,6.25,"pj""uk",4,1,{puke},"{pj""uk}",1,NN|VB,639.57,0.91,,puke,6.25,P Y UW K,4,5,0.2,7.188322995777667e-06,0.012808759587361213,-9.093577952048782e-18,
pull,4,28190,146.45,"p""Ul",3,1,{pull},"{p""Ul}",1,VB|NN,646.45,1,,pull,146.45,P UH L,4,12,0.36363636363636365,5.045603347696159e-05,0.014048506501550762,-3.180518735577768e-17,
pulp,4,4301,1.82,"p""Vlp",4,1,{pulp},"{p""Vlp}",1,NN|VB,587.24,1,,pulp,1.82,P AH L P,4,3,0.0,2.6730339675251617e-05,0.01195073263789568,-1.9462125117429932e-18,
pump,4,10590,12.65,"p""Vmp",4,1,{pump},"{p""Vmp}",1,NN|VB,610.36,0.97,,pump,12.65,P AH M P,4,9,0.4444444444444444,2.2995045118940518e-05,0.01092735876785704,1.778086623548512e-18,
punk,4,6661,21.98,"p""VNk",4,1,{punk},"{p""VNk}",1,NN,605.41,1,,punk,21.98,P AH NG K,4,8,0.39285714285714285,9.140600884656531e-06,0.012686720867183374,-1.016564305785198e-17,
punt,4,500,0.73,"p""Vnt",4,1,{punt},"{p""Vnt}",1,NN|VB,725.41,0.88,,punt,0.73,P AH N T,4,9,0.2222222222222222,2.5635394256852505e-05,0.013814047890564124,-1.434110126889873e-17,
puny,4,848,1.45,"pj""u.ni",5,2,{puny},"{pj""u.ni}",1,JJ,729.36,0.41,,puny,1.45,P Y UW N IY,4,3,0.3333333333333333,4.189078907282023e-06,0.012060545093218952,-5.211891534466812e-18,
pure,4,21172,24.92,"pj""Ur",4,1,{pure},"{pj""Ur}",1,JJ|NN,530.5,1,,pure,24.92,P Y UH R,4,10,0.2222222222222222,3.219868228784597e-05,0.014320017537428613,-4.9598867527190915e-17,
purr,4,375,0.76,"p""3`",2,1,{purr},"{p""3`}",1,NN|VB,693.73,0.79,,purr,0.76,P AH R,4,3,0.3333333333333333,1.6197386234000833e-06,0.012436008733099888,-4.4687248600349026e-18,
push,4,19347,70.55,"p""US",3,1,{push},"{p""US}",1,VB|NN,522.32,1,,push,70.55,P UH SH,4,5,1.0,0.0,0.011288516097818158,-2.838691965270712e-17,
putt,4,715,1.14,"p""Vt",3,1,{putt},"{p""Vt}",1,VB|NN,691.86,0.69,,putt,1.14,P AH T,4,2,0.0,5.293180396907295e-07,0.011704106053521273,-1.9341453652844303e-18,
pyre,4,146,0.29,"p""aIr",3,1,{pyre},"{p""aIr}",1,NN,833.07,0.42,,pyre,0.29,P AY R,4,3,1.0,0.0,0.013965227621240611,-3.256636220589254e-17,
quip,4,501,0.14,"kw""Ip",4,1,{quip},"{kw""Ip}",1,NN|VB,867.83,0.55,,quip,0.14,K W IH P,4,2,1.0,0.0,0.008646455159057216,-1.986993914272267e-18,
quit,4,16823,90.1,"kw""It",4,1,{quit},"{kw""It}",1,VB|NN,612.18,0.97,,quit,90.1,K W IH T,4,3,0.3333333333333333,1.6190000667028027e-05,0.009825391136791999,2.0354331765562275e-19,
quiz,4,2915,4.94,"kw""Iz",4,1,{quiz},"{kw""Iz}",1,NN|VB,658.16,0.97,,quiz,4.94,K W IH Z,4,2,1.0,0.0,0.008646455159057216,-3.3442723608329124e-19,
prop,4,3334,3.69,"pr""Ap",4,1,{prop},"{pr""Ap}",1,NN|VB,748.53,0.91,,prop,3.69,P R AA P,4,6,0.13333333333333333,3.190837763273127e-05,0.01174149936359642,1.0377192787508717e-18,
prow,4,65,0.12,"pr""aU",3,1,{prow},"{pr""aU}",1,NN,840.25,0.59,,prow,0.12,P R AW,4,6,0.26666666666666666,4.124290200984772e-06,0.010383954850829791,-5.304093936945726e-18,
prep,4,2176,7.55,"pr""Ep",4,1,{prep},"{pr""Ep}",1,JJ|NN,667.32,0.91,,prep,7.55,P R EH P,4,3,0.0,2.939089457184135e-05,0.011731005173664707,-4.1788631860426885e-19,
prey,4,3684,5.51,"pr""e",3,1,{prey},"{pr""e}",1,NN|VB,591.63,0.94,,prey,5.51,P R EY,4,2,0.0,5.821421252037947e-06,0.010448906234520867,1.3134416952306345e-18,
prim,4,218,0.37,"pr""Im",4,1,{prim},"{pr""Im}",1,JJ,671.91,0.69,,prim,0.37,P R IH M,4,5,0.3,1.0084787973706364e-05,0.00961360599771288,-2.6231292354298703e-18,
prod,4,1748,0.69,"pr""Ad",4,1,{prod},"{pr""Ad}",1,VB|NN,793.69,0.48,,prod,0.69,P R AA D,4,3,0.3333333333333333,7.793006229570281e-07,0.010300138174903809,1.1748713999825532e-18,
poor,4,53482,129.08,"p""Ur",3,1,{poor},"{p""Ur}",1,JJ,588.12,0.97,,poor,129.08,P UH R,4,5,0.3,1.0946802035018541e-05,0.012895050178265543,-7.216353883280132e-18,
Pope,4,8144,10.71,"p""op",3,1,{pope},"{p""op}",1,NN,644.26,1,,pope,10.71,P OW P,4,10,0.35555555555555557,1.2530560066250738e-05,0.01427108302580646,-2.016392805899386e-17,
pore,4,415,0.47,"p""Or",3,1,{pore},"{p""Or}",1,NN|VB,747.23,0.91,,pore,0.47,P OW R,4,16,0.25833333333333336,8.118660502492897e-05,0.015797323335650273,-9.64162776195678e-17,
pork,4,2767,10.53,"p""Ork",4,1,{pork},"{p""Ork}",1,NN,603.28,0.97,,pork,10.53,P OW R K,4,7,0.23809523809523808,3.937002908598468e-05,0.014983240789325178,-2.518679387418338e-17,
port,4,62053,14.53,"p""Ort",4,1,{port},"{p""Ort}",1,NN|VB,647.18,0.97,,port,14.53,P OW R T,4,9,0.16666666666666666,8.275691247670179e-05,0.01543117778302687,-1.569354534478284e-17,
pose,4,4365,6.8,"p""oz",3,1,{pose},"{p""oz}",1,VB|NN,711.73,0.94,,pose,6.8,P OW Z,4,10,0.35555555555555557,4.243629765489712e-05,0.014700357203222719,-1.920374167823253e-17,
post,4,275951,32.43,"p""ost",4,1,{post},"{p""ost}",1,NN|VB|JJ,612.27,0.97,,post,32.43,P OW S T,4,9,0.19444444444444445,7.058621680135303e-05,0.015000364493084407,-1.8235510127407032e-17,
pour,4,11348,15.12,"p""Or",3,1,{pour},"{p""Or}",1,VB,607.88,0.94,,pour,15.12,P UH R,4,8,0.5357142857142857,2.7991824304758112e-05,0.01275541198391531,-1.647209378774419e-18,
pout,4,334,1.08,"p""aUt",3,1,{pout},"{p""aUt}",1,NN|VB,872.13,0.71,,pout,1.08,P AW T,4,6,0.26666666666666666,7.951924269088393e-05,0.014014220945720255,-1.1656145219678123e-17,
pram,4,931,0.22,"pr""am",4,1,{pram},"{pr""am}",1,NN,909.5,0.18,,pram,0.22,P R AA M,4,5,0.3,9.224766797899509e-06,0.010158915581616763,6.0518232821275185e-18,
pray,4,9582,36.22,"pr""e",3,1,{pray},"{pr""e}",1,VB,623.63,0.94,,pray,36.22,P R EY,4,7,0.2857142857142857,1.7633427324933135e-05,0.010652432755958492,-6.084349155214625e-19,
play,4,149546,354.53,"pl""e",3,1,{play},"{pl""e}",1,VB|NN,537.91,1,,play,354.53,P L EY,4,5,0.2,1.2351511491164056e-05,0.010816721511672003,5.21672379854893e-18,
plea,4,1986,6.84,"pl""i",3,1,{plea},"{pl""i}",1,NN,664.13,0.94,,plea,6.84,P L IY,4,1,0.0,0.0,0.007919768340672527,3.029923166440816e-18,
plod,4,135,0.1,"pl""Ad",4,1,{plod},"{pl""Ad}",1,VB,740.81,0.64,,plod,0.1,P L AA D,4,5,0.3,2.7614805600127283e-06,0.010517082477122481,-2.0661610150069883e-18,
plop,4,495,0.84,"pl""Ap",4,1,{plop},"{pl""Ap}",1,VB|NN,660.31,0.79,,plop,0.84,P L AA P,4,6,0.26666666666666666,9.177769757439491e-06,0.011036304206623661,-1.6665152296703e-18,
plot,4,17284,11.59,"pl""At",4,1,{plot},"{pl""At}",1,NN|VB,623.21,1,,plot,11.59,P L AA T,4,7,0.2857142857142857,1.9155018573403963e-05,0.011895032692923612,-7.12761870066855e-18,
plow,4,763,1.88,"pl""aU",3,1,{plow},"{pl""aU}",1,NN|VB,587.82,0.97,,plow,1.88,P L AW,4,8,0.32142857142857145,3.7137420570883126e-06,0.010552111234655102,-5.1079498643064185e-18,
plug,4,15792,10.41,"pl""Vg",4,1,{plug},"{pl""Vg}",1,NN|VB,609.44,1,,plug,10.41,P L AH G,4,3,0.3333333333333333,1.6583584929063242e-07,0.008687332878228251,1.0206679267984382e-18,
plum,4,825,3.41,"pl""Vm",4,1,{plum},"{pl""Vm}",1,NN|JJ,655.54,1,,plum,3.41,P L AH M,4,5,0.4,1.3176254602623796e-05,0.009833804187107137,5.261852667379657e-18,
plus,4,99584,47.04,"pl""Vs",4,1,{plus},"{pl""Vs}",1,minor,585.44,1,,plus,47.04,P L AH S,4,2,1.0,0.0,0.008667663445296413,-3.8604829754664176e-18,
poem,4,5184,13.65,"p""o@m",4,1,{poem},"{p""o@m}",1,NN,661.38,0.94,,poem,13.65,P OW AH M,4,1,0.0,0.0,0.011289903234227327,-1.6786736936440836e-18,
poet,4,3454,9.22,"p""o@t",4,1,{poet},"{p""o@t}",1,NN,570.3,1,,poet,9.22,P OW AH T,4,4,0.5,8.101349353383437e-06,0.013389279003226754,-4.522292465151908e-18,
poke,4,2583,5.84,"p""ok",3,1,{poke},"{p""ok}",1,NN|VB,703.84,0.97,,poke,5.84,P OW K,4,9,0.2777777777777778,2.0484877957517202e-05,0.0141501975235087,-2.2729090602511762e-17,
pole,4,5730,12.59,"p""ol",3,1,{pole},"{p""ol}",1,NN,577.09,1,,pole,12.59,P OW L,4,13,0.23076923076923078,4.880930147780152e-05,0.015108901910893272,-4.0833126205505416e-17,
poll,4,7921,2.49,"p""ol",3,1,{poll},"{p""ol}",1,NN|VB,650.91,1,,poll,2.49,P OW L,4,10,0.2222222222222222,4.628749095421996e-05,0.014471134433791461,-1.164313989062991e-17,
polo,4,1407,3.49,"p""o.lo",4,2,{polo},"{p""o.lo}",1,NN,603.73,0.97,,polo,3.49,P OW L OW,4,5,0.4,9.743793032132402e-06,0.013807819735518784,-3.620202310375156e-18,
pomp,4,139,0.39,"p""Amp",4,1,{pomp},"{p""Amp}",1,NN,640,0.68,,pomp,0.39,P AA M P,4,3,0.3333333333333333,7.084380500429146e-07,0.010018234927504307,-7.781893095586407e-19,
pond,4,3604,6.33,"p""And",4,1,{pond},"{p""And}",1,NN,560.03,0.94,,pond,6.33,P AA N D,4,3,0.3333333333333333,3.6488835963548684e-06,0.012725378465393627,-8.195508289752872e-18,
pony,4,2249,8.1,"p""o.ni",4,2,{pony},"{p""o.ni}",1,NN,644.67,0.97,,pony,8.1,P OW N IY,4,3,0.0,3.350565501341961e-06,0.011655110049491562,-4.107944342747697e-19,
pool,4,16200,46.98,"p""ul",3,1,{pool},"{p""ul}",1,NN|VB,581.06,1,,pool,46.98,P UW L,4,6,0.4,2.660957573158964e-05,0.013631636872424628,-1.2171794788614901e-17,
pick,4,45297,198.39,"p""Ik",3,1,{pick},"{p""Ik}",1,VB|NN,535.03,0.97,,pick,198.39,P IH K,4,11,0.5272727272727272,2.1311413363917175e-05,0.013710973365190567,-7.453819481855541e-17,
pier,4,1150,6.55,"p""Ir",3,1,{pier},"{p""Ir}",1,NN,789.22,0.94,,pier,6.55,P IH R,4,2,0.0,8.101349353383437e-06,0.010986157182846106,3.3477010572479327e-18,
pike,4,2432,4.59,"p""aIk",3,1,{pike},"{p""aIk}",1,NN,651.52,0.91,,pike,4.59,P AY K,4,8,0.25,1.1477687201635686e-05,0.013545220775489015,-3.889735825640471e-17,
pile,4,5666,13.18,"p""aIl",3,1,{pile},"{p""aIl}",1,NN|VB,576.84,0.94,,pile,13.18,P AY L,4,12,0.2878787878787879,2.9468979037912284e-05,0.014632462576866059,-1.0019075149734232e-16,
pill,4,2805,11.82,"p""Il",3,1,{pill},"{p""Il}",1,NN,667.36,1,,pill,11.82,P IH L,4,13,0.5,2.1447066806040114e-05,0.014507695013444179,-5.5442301611500477e-17,
pimp,4,988,8.63,"p""Imp",4,1,{pimp},"{p""Imp}",1,NN|VB,715.22,0.94,,pimp,8.63,P IH M P,4,3,0.3333333333333333,4.112333735675294e-06,0.010817995115994582,-1.0885365498512804e-18,
pine,4,7920,6.2,"p""aIn",3,1,{pine},"{p""aIn}",1,NN|VB,686.71,1,,pine,6.2,P AY N,4,16,0.35,3.082724274464616e-05,0.014459747012927602,-1.2082088780760758e-16,
ping,4,5115,3.29,"p""IN",3,1,{ping},"{p""IN}",1,NN|VB,716.7,0.79,,ping,3.29,P IH NG,4,8,0.32142857142857145,7.567648831629666e-06,0.013204546208701063,-2.4495207753337667e-17,
pink,4,13066,28.47,"p""INk",4,1,{pink},"{p""INk}",1,JJ|NN,568.82,1,,pink,28.47,P IH NG K,4,10,0.28888888888888886,1.6593105828455095e-05,0.01368850305723212,-4.644492394746818e-17,
pint,4,1470,3.27,"p""aInt",4,1,{pint},"{p""aInt}",1,NN,648.97,0.97,,pint,3.27,P AY N T,4,9,0.2777777777777778,2.0071631730203798e-05,0.01428217511583118,-3.3797968607592726e-17,
pipe,4,12205,19.39,"p""aIp",3,1,{pipe},"{p""aIp}",1,NN|VB,671.48,0.97,,pipe,19.39,P AY P,4,6,0.26666666666666666,5.477673607427581e-06,0.01352727216138722,-4.5030930019473235e-17,
piss,4,6979,23.59,"p""Is",3,1,{piss},"{p""Is}",1,VB|NN,672.81,0.94,,piss,23.59,P IH S,4,4,0.5,2.081832181256057e-06,0.011348472396262597,-3.95593200544412e-18,
pith,4,113,0.2,"p""IT",3,1,{pith},"{p""IT}",1,NN,697.43,0.41,,pith,0.2,P IH TH,4,3,0.0,6.471874475015614e-06,0.010860192969283923,-1.8690989758212115e-18,
pity,4,4908,23.51,"p""I.4i",4,2,{pity},"{p""I.4i}",1,NN|VB,633.31,0.94,,pity,23.51,P IH T IY,4,2,0.0,5.120046462828042e-07,0.009822239952976479,1.79110286479527e-18,
plan,4,63172,145.73,"pl""an",4,1,{plan},"{pl""an}",1,NN|VB,601.15,1,,plan,145.73,P L AE N,4,4,0.3333333333333333,4.3019656126141445e-06,0.01044059460456159,-5.226163437548332e-18,
pelt,4,387,0.94,"p""Elt",4,1,{pelt},"{p""Elt}",1,VB|NN,735.77,0.67,,pelt,0.94,P EH L T,4,6,0.4666666666666667,7.2539836099261506e-06,0.014382785303716655,1.7587729879190397e-17,
perk,4,310,1.41,"p""3`k",3,1,{perk},"{p""3`k}",1,NN|VB,657.06,0.94,,perk,1.41,P AH R K,4,7,0.19047619047619047,6.983371423571573e-05,0.014546743590902784,-8.476367810669673e-18,
pert,4,334,0.49,"p""3`t",3,1,{pert},"{p""3`t}",1,JJ,701.05,0.56,,pert,0.49,P AH R T,4,5,0.2,1.8814341581850122e-05,0.014833263241869872,1.8109133092104106e-18,
pest,4,1075,2.86,"p""Est",4,1,{pest},"{p""Est}",1,NN,658.91,1,,pest,2.86,P EH S T,4,13,0.48717948717948717,4.213824274802597e-05,0.014688606318168184,9.85806129879087e-17,
pare,4,729,0.12,"p""Er",3,1,{pare},"{p""Er}",1,VB,748.56,0.56,,pare,0.12,P AE R,4,19,0.27485380116959063,7.913716249425168e-05,0.01583271282442564,-2.711191399862513e-16,
park,4,46460,72.12,"p""Ark",4,1,{park},"{p""Ark}",1,NN|VB,615.97,1,,park,72.12,P AA R K,4,10,0.26666666666666666,4.6661835335093786e-05,0.015191341355843583,-5.858918738446091e-17,
part,4,249067,261.51,"p""Art",4,1,{part},"{p""Art}",1,NN|VB,654.94,0.97,,part,261.51,P AA R T,4,12,0.22727272727272727,6.690288434109699e-05,0.015681384625386922,-9.47894632639317e-17,
pass,4,48574,108.12,"p""as",3,1,{pass},"{p""as}",1,VB|NN,559.85,1,,pass,108.12,P AE S,4,6,0.26666666666666666,9.08669085025367e-06,0.012876977227770425,-3.2408913711314635e-17,
past,4,89390,123.76,"p""ast",4,1,{past},"{p""ast}",1,JJ|NN|RB,618.36,0.97,,past,123.76,P AE S T,4,13,0.2564102564102564,5.904267781386997e-05,0.015069252504533703,-5.2435971940868967e-17,
pate,4,472,0.65,"p""et",3,1,{pate},"{p""et}",1,NN,838.78,0.26,,pate,0.65,P EY T,4,14,0.3956043956043956,3.108726493090086e-05,0.014277736211366276,-1.3549946491984952e-16,
path,4,43722,24.55,"p""aT",3,1,{path},"{p""aT}",1,NN,599.84,0.97,,path,24.55,P AE TH,4,6,0.4,1.8059608481030025e-05,0.01243769223231921,-1.6511050536262942e-17,
pave,4,749,0.39,"p""ev",3,1,{pave},"{p""ev}",1,VB,767,0.79,,pave,0.39,P EY V,4,12,0.45454545454545453,1.0291794454498002e-05,0.014204890618451142,-1.5933348391081302e-16,
pawn,4,1542,4.33,"p""On",3,1,{pawn},"{p""On}",1,VB,657.21,0.97,,pawn,4.33,P AO N,4,5,0.6,1.1176101761989819e-05,0.011225074223597066,3.7688433480437945e-18,
peak,4,8419,5.94,"p""ik",3,1,{peak},"{p""ik}",1,NN|VB,594.83,1,,peak,5.94,P IY K,4,7,0.23809523809523808,4.4170039990863986e-05,0.013807819735518784,-1.3070815717103982e-17,
peal,4,204,0.14,"p""il",3,1,{peal},"{p""il}",1,NN,697.85,0.74,,peal,0.14,P IY L,4,10,0.4888888888888889,1.4066369728767801e-05,0.01336979518628376,-3.3746177375480874e-17,
pear,4,971,1.33,"p""Er",3,1,{pear},"{p""Er}",1,NN,657.23,0.89,,pear,1.33,P AE R,4,14,0.6153846153846154,2.6682391676225517e-05,0.013583269148453873,-4.079792909981738e-17,
peck,4,1067,3.53,"p""Ek",3,1,{peck},"{p""Ek}",1,NN|VB,612.06,0.94,,peck,3.53,P EH K,4,8,0.25,6.057210185408509e-05,0.013950384530844516,-2.1527768968659063e-17,
peek,4,1954,5.33,"p""ik",3,1,{peek},"{p""ik}",1,NN|VB,588.5,0.94,,peek,5.33,P IY K,4,10,0.26666666666666666,6.99232278161504e-05,0.01366407384297174,6.889066659855442e-20,
peel,4,2813,5.35,"p""il",3,1,{peel},"{p""il}",1,VB|NN,626.27,1,,peel,5.35,P IY L,4,8,0.32142857142857145,1.8160579061071753e-05,0.012942278140603182,2.981721878629706e-19,
peep,4,622,4.43,"p""ip",3,1,{peep},"{p""ip}",1,NN|VB,626.06,0.94,,peep,4.43,P IY P,4,10,0.4,4.413998192101458e-05,0.012960534986618985,1.69951941491624e-17,
peer,4,4088,1.53,"p""Ir",3,1,{peer},"{p""Ir}",1,NN|VB,638.44,0.94,,peer,1.53,P IH R,4,11,0.32727272727272727,3.0232905426224018e-05,0.012960534986618985,4.355541034161261e-18,
pace,4,7202,9.57,"p""es",3,1,{pace},"{p""es}",1,NN|VB,645.39,0.97,,pace,9.57,P EY S,4,11,0.34545454545454546,2.7338838272839182e-05,0.014778387087042303,-1.0868760477945903e-16,
pack,4,30418,43.82,"p""ak",3,1,{pack},"{p""ak}",1,VB|NN,593.3,1,,pack,43.82,P AE K,4,11,0.3090909090909091,4.145040471966044e-05,0.014523748422406257,-5.847822711687231e-17,
pact,4,1366,3.76,"p""akt",4,1,{pact},"{p""akt}",1,NN,733.63,0.86,,pact,3.76,P AE K T,4,7,0.23809523809523808,1.532424336670448e-05,0.014521452903452187,-3.93256777562045e-17,
page,4,157108,37.49,"p""edZ",3,1,{page},"{p""edZ}",1,NN|VB,627.72,0.97,,page,37.49,P EY JH,4,10,0.4666666666666667,5.6009974307102494e-06,0.014098086929590607,-1.3982036565524054e-16,
pail,4,496,0.94,"p""el",3,1,{pail},"{p""el}",1,NN,666.13,0.94,,pail,0.94,P EY L,4,13,0.5897435897435898,3.3256524229410534e-05,0.013238794311259653,6.558457883375944e-17,
pain,4,36596,97.94,"p""en",3,1,{pain},"{p""en}",1,NN|VB,549.91,1,,pain,97.94,P EY N,4,7,0.3333333333333333,2.2454698544911367e-05,0.011669913948957448,7.741297233088436e-18,
pair,4,23219,37.25,"p""Er",3,1,{pair},"{p""Er}",1,NN|VB|JJ,534.37,1,,pair,37.25,P AE R,4,5,0.4,6.668548568416915e-06,0.011704106053521273,3.7285215790920234e-18,
pale,4,5424,8.02,"p""el",3,1,{pale},"{p""el}",1,JJ|NN|VB,571.94,0.91,,pale,8.02,P EY L,4,17,0.27941176470588236,6.314636432574906e-05,0.015126314211416197,-1.4385694332528219e-16,
pall,4,160,0.45,"p""Ol",3,1,{pall},"{p""Ol}",1,NN|VB,718.71,0.5,,pall,0.45,P AO L,4,14,0.3516483516483517,5.812621961138834e-05,0.014768884828828481,-2.4331586090899716e-17,
palm,4,5990,13.24,"p""Alm",4,1,{palm},"{p""Alm}",1,NN|VB,617.9,0.94,,palm,13.24,P AA M,4,3,0.3333333333333333,3.2262661661683637e-06,0.013195064271167886,-1.2050359574101691e-17,
pane,4,969,0.47,"p""en",3,1,{pane},"{p""en}",1,NN,763.64,0.71,,pane,0.47,P EY N,4,14,0.2857142857142857,3.666962804702537e-05,0.015051971251661533,-1.8239651473427548e-16,
pang,4,728,1.59,"p""aN",3,1,{pang},"{p""aN}",1,NN,723.53,0.56,,pang,1.59,P AE NG,4,10,0.4888888888888889,2.1358471855940003e-05,0.013706882369109651,-1.8426946515758413e-17,
pant,4,536,0.96,"p""ant",4,1,{pant},"{p""ant}",1,NN|VB,645.36,0.97,,pant,0.96,P AE N T,4,10,0.17777777777777778,5.347763673790559e-05,0.014919979298496588,-3.2414014436730933e-17,
omit,4,1630,0.27,"o.m""It",4,2,{omit},"{o.m""It}",1,VB,691.26,0.91,,omit,0.27,OW M IH T,4,1,0.0,0.0,0.00010141416417826357,-3.0942991313552696e-19,
once,4,188862,344.88,"w""Vns",4,1,{once},"{w""Vns}",1,RB|NN,579.84,0.97,,once,344.88,W AH N S,4,0,0.0,0.0,0.0,-7.112756810175348e-19,
nook,4,237,1.06,"n""Uk",3,1,{nook},"{n""Uk}",1,NN,791.96,0.78,,nook,1.06,N UH K,4,5,0.6,3.5562844391333795e-06,0.012676218614809876,-2.306815677899198e-17,
noon,4,4848,18.12,"n""un",3,1,{noon},"{n""un}",1,NN,619.91,0.91,,noon,18.12,N UW N,4,7,0.2857142857142857,2.4878757987205833e-05,0.012669226767807776,-2.5538852083964516e-17,
norm,4,6407,3.33,"n""Orm",4,1,{norm},"{n""Orm}",1,NN,669.04,0.87,,norm,3.33,N AO R M,4,2,1.0,0.0,0.012084339408147045,-2.1077715329546413e-18,
nose,4,13919,69.75,"n""oz",3,1,{nose},"{n""oz}",1,NN|VB,572.31,1,,nose,69.75,N OW Z,4,8,0.4642857142857143,8.141477249796735e-06,0.013469759935514147,-4.232468991944894e-18,
note,4,131657,53.55,"n""ot",3,1,{note},"{n""ot}",1,NN|VB,568.46,1,,note,53.55,N OW T,4,6,0.4,2.7616545234432833e-06,0.012468073350541727,-1.742617756070874e-18,
noun,4,1523,0.53,"n""aUn",3,1,{noun},"{n""aUn}",1,NN,660.71,0.91,,noun,0.53,N AW N,4,1,0.0,0.0,0.010773596683881564,-3.7923592505680376e-19,
nude,4,6496,5.9,"n""ud",3,1,{nude},"{n""ud}",1,JJ|NN,636.34,0.97,,nude,5.9,N UW D,4,2,0.0,7.190234509105673e-07,0.011458871603908953,-3.006773253039294e-18,
null,4,15410,0.53,"n""Vl",3,1,{null},"{n""Vl}",1,NN|JJ,703.47,0.88,,null,0.53,N AH L,4,7,1.0,0.0,0.012826641424004187,-1.9679963777058506e-17,
numb,4,1271,4.88,"n""Vm",3,1,{numb},"{n""Vm}",1,JJ|VB,646.34,0.94,,numb,4.88,N AH M,4,1,0.0,0.0,0.008428330659585542,5.620254113346312e-19,
nuts,4,8407,53.51,"n""Vts",4,1,{nut}>s>,"{n""Vt}>s>",2,NN,571.91,1,,nuts,53.51,N AH T S,4,0,0.0,0.0,0.0,8.823996398498734e-19,
obey,4,4163,8.94,"o.b""e",3,2,{obey},"{o.b""e}",1,VB,589.7,0.97,,obey,8.94,OW B EY,4,0,0.0,0.0,0.0,1.175630188583964e-19,
near,4,78062,83.1,"n""Ir",3,1,{near},"{n""Ir}",1,minor|JJ|VB|RB,582.12,1,,near,83.1,N IH R,4,12,0.8333333333333334,3.792344837011212e-06,0.013223551024775761,-3.770857392972287e-17,
neat,4,11901,12.45,"n""it",3,1,{neat},"{n""it}",1,JJ|NN,651.19,0.94,,neat,12.45,N IY T,4,10,0.4,2.315299920024965e-05,0.014102414815064005,2.195375563093701e-17,
neck,4,14841,59.51,"n""Ek",3,1,{neck},"{n""Ek}",1,NN|VB,567.94,0.97,,neck,59.51,N EH K,4,4,0.5,1.3191747157351645e-06,0.012405783489082094,-1.534071830444101e-17,
need,4,415850,1294.9,"n""id",3,1,{need},"{n""id}",1,NN|VB,613.64,0.97,,need,1294.9,N IY D,4,5,1.0,0.0,0.012287980810504478,3.2703768161843257e-18,
neon,4,3606,2.86,"n""i.An",4,2,{neon},"{n""i.An}",1,NN|JJ,582.19,0.94,,neon,2.86,N IY AA N,4,2,0.0,8.101349353383437e-06,0.010776123917445694,2.263082568156695e-18,
