Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
racist,6,11025,4.82,r"es.Ist,6,2,{race}>ist>,{r"es}.>Ist>,2,JJ|NN,617,0.97,,racist
racists,7,1670,0.33,r"es.Ists,7,2,{race}>ist>>s>,{r"es}.>Ist>>s>,3,NN,701.89,1,,racists
racketeer,9,17,0.18,r%a.k@t."Ir,7,3,{racket}>eer>,{r%a.k@t}.>"Ir>,2,NN,820.56,0.79,,racketeer
racketeers,10,24,0.12,r%a.k@t."Irz,8,3,{racket}>eer>>s>,{r%a.k@t}.>"Ir>>z>,3,NN,874.41,0.67,,racketeers
rackets,7,141,0.96,r"a.kIts,6,2,{racket}>s>,{r"a.kIt}>s>,2,NN,790.87,0.91,,rackets
racking,7,438,0.75,r"ak.IN,5,2,{rack}>ing>,{r"ak}.>IN>,2,VB,720.73,0.97,,racking
racks,5,1449,0.86,r"aks,4,1,{rack}>s>,{r"ak}>s>,2,NN|VB,622.87,0.91,,racks
racquet,7,597,0.33,r"a.kIt,5,2,{racquet},{r"a.kIt},1,NN,769.12,0.79,,racquet
racy,4,149,0.96,r"es.i,4,2,{race}>y>,{r"es}.>i>,2,JJ,800.04,0.82,,racy
radar,5,7554,35.51,r"e.dAr,5,2,{radar},{r"e.dAr},1,NN,725.16,0.94,,radar
radial,6,977,0.49,r"e.4i@l,6,2,{radi--al},{r"e.4i--@l},2,JJ|NN,590,0.97,,radial
radiance,8,585,0.24,r"e.4i@ns,7,2,{radi--ance},{r"e.4i--@ns},2,NN,669.03,0.97,,radiance
radiant,7,623,2.16,r"e.4i@nt,7,2,{radi--ant},{r"e.4i--@nt},2,JJ,689.76,0.85,,radiant
radiate,7,442,0.53,r"e.4i.et,6,3,{radi--ate},{r"e.4i-.-et},2,VB,698.03,0.97,,radiate
radiates,8,195,0.1,r"e.4i.ets,7,3,{radi--ate}>s>,{r"e.4i-.-et}>s>,3,VB,760.68,0.91,,radiates
radical,7,8075,4.27,r"a.4I.k@l,7,3,{radic--al},{r"a.4I.k--@l},2,JJ|NN,738.07,0.94,,radical
radically,9,1967,0.63,r"a.4I.kli,7,3,{radic--al}>ly>,{r"a.4I.k--l}>i>,3,RB,697,0.94,,radically
radicals,8,1168,0.59,r"a.4I.k@lz,8,3,{radic--al}>s>,{r"a.4I.k--@l}>z>,3,NN,749.03,0.91,,radicals
radii,5,261,0.02,r"e.4i.aI,5,3,{radi--i},{r"e.4i-.-aI},2,NN,1190,0.14,,radii
radio,5,71946,77.18,r"e.4i.o,5,3,{radio},{r"e.4i.o},1,NN|VB,599.2,0.97,,radio
radioed,7,60,0.76,r"e.4i.od,6,3,{radio}>ed>,{r"e.4i.o}>d>,2,VB|JJ,1098,0.39,,radioed
radios,6,3446,2.06,r"e.4i.oz,6,3,{radio}>s>,{r"e.4i.o}>z>,2,NN|VB,634.8,0.94,,radios
radish,6,139,0.61,r"a.4IS,5,2,{radish},{r"a.4IS},1,NN,781.03,0.88,,radish
radium,6,93,1.1,r"e.4i@m,6,2,{radium},{r"e.4i@m},1,NN|JJ,859.9,0.63,,radium
radius,6,6017,4.39,r"e.4i@s,6,2,{radi--us},{r"e.4i--@s},2,NN,749.94,0.97,,radius
raffle,6,404,1.82,r"a.fl=,4,2,{raffle},{r"a.fl=},1,NN|VB,655.56,0.94,,raffle
raft,4,841,4.71,r"aft,4,1,{raft},{r"aft},1,NN,660.68,0.91,,raft
rafter,6,102,0.06,r"af.t@`,5,2,{rafter},{r"af.t@`},1,NN|VB,818.88,0.75,,rafter
rafters,7,303,0.69,r"af.t@`z,6,2,{rafter}>s>,{r"af.t@`}>z>,2,NN|VB,742.9,0.85,,rafters
rafts,5,173,0.29,r"afts,5,1,{raft}>s>,{r"aft}>s>,2,NN,678.45,0.97,,rafts
rag,3,3827,4.78,r"ag,3,1,{rag},{r"ag},1,NN,669.52,0.97,,rag
rage,4,6289,11.31,r"edZ,3,1,{rage},{r"edZ},1,NN|VB,584.34,1,,rage
raged,5,272,0.37,r"edZd,4,1,{rage}>ed>,{r"edZ}>d>,2,VB,649.33,0.88,,raged
rages,5,381,0.61,r"edZ.@z,5,2,{rage}>s>,{r"edZ}.>@z>,2,VB|NN,619.23,0.94,,rages
ragged,6,1133,1.57,r"ag.@d,5,2,{rag}>ed>,{r"ag}.>@d>,2,JJ,673.65,0.97,,ragged
ragging,7,191,0.37,r"ag.IN,5,2,{rag}>ing>,{r"ag}.>IN>,2,VB,688.1,0.91,,ragging
raging,6,5441,3.24,r"edZ.IN,5,2,{rage}>ing>,{r"edZ}.>IN>,2,VB,743.79,0.88,,raging
rags,4,1457,3.16,r"agz,4,1,{rag}>s>,{r"ag}>z>,2,NN,601.74,1,,rags
ragtag,6,28,0.18,r"ag.t%ag,6,2,{rag}{tag},{r"ag}.{t%ag},2,NN,760.34,0.85,,ragtag
ragtime,7,668,0.61,r"ag.t%aIm,6,2,{rag}{time},{r"ag}.{t%aIm},2,NN,715.26,0.94,,ragtime
raid,4,6762,8.55,r"ed,3,1,{raid},{r"ed},1,NN|VB,682.44,0.94,,raid
raided,6,986,1.57,r"e4.@d,5,2,{raid}>ed>,{r"e4}.>@d>,2,VB,716.72,0.94,,raided
raider,6,745,0.65,r"e4.@`,4,2,{raid}>er>,{r"e4}.>@`>,2,NN,722.06,0.94,,raider
raiders,7,6274,1.14,r"e4.@`z,5,2,{raid}>er>>s>,{r"e4}.>@`>>z>,3,NN,608.55,0.97,,raiders
raiding,7,2212,0.82,r"e4.IN,5,2,{raid}>ing>,{r"e4}.>IN>,2,VB,712.63,0.82,,raiding
raids,5,1339,1.2,r"edz,4,1,{raid}>s>,{r"ed}>z>,2,NN|VB,715.75,0.94,,raids
rail,4,7339,4.57,r"el,3,1,{rail},{r"el},1,NN|VB,622,0.97,,rail
railhead,8,28,0.06,r"el.h%Ed,6,2,{rail}{head},{r"el}.{h%Ed},2,NN,857.15,0.79,,railhead
railing,7,700,1.47,r"el.IN,5,2,{rail}>ing>,{r"el}.>IN>,2,NN|VB,768.43,0.91,,railing
railroad,8,4755,12.43,r"el.r%od,6,2,{rail}{road},{r"el}.{r%od},2,NN,594.19,0.97,,railroad
railroading,11,354,0.22,r"el.r%o4.IN,8,3,{rail}{road}>ing>,{r"el}.{r%o4}.>IN>,3,VB|NN,771.78,1,,railroading
railroads,9,1841,1.06,r"el.r%odz,7,2,{rail}{road}>s>,{r"el}.{r%od}>z>,3,NN,585.79,0.97,,railroads
rails,5,1880,1.04,r"elz,4,1,{rail}>s>,{r"el}>z>,2,NN|VB,582.71,1,,rails
railway,7,2946,1.57,r"el.w%e,5,2,{rail}{way},{r"el}.{w%e},2,NN,677.06,0.91,,railway
railways,8,1016,0.25,r"el.w%ez,6,2,{rail}{way}>s>,{r"el}.{w%e}>z>,3,NN,700.36,0.97,,railways
rain,4,17801,48.9,r"en,3,1,{rain},{r"en},1,NN|VB,551.84,1,,rain
rainbow,7,6749,7.98,r"en.b%o,5,2,{rain}{bow},{r"en}.{b%o},2,NN,686.82,1,,rainbow
raincoat,8,191,1.65,r"en.k%ot,6,2,{rain}{coat},{r"en}.{k%ot},2,NN,740.32,0.97,,raincoat
raincoats,9,68,0.33,r"en.k%ots,7,2,{rain}{coat}>s>,{r"en}.{k%ot}>s>,3,NN,668.35,0.97,,raincoats
raindrop,8,68,0.24,r"en.dr%Ap,7,2,{rain}{drop},{r"en}.{dr%Ap},2,NN,711.88,1,,raindrop
raindrops,9,116,0.75,r"en.dr%Aps,8,2,{rain}{drop}>s>,{r"en}.{dr%Ap}>s>,3,NN,705.56,0.97,,raindrops
rained,6,610,2.71,r"end,4,1,{rain}>ed>,{r"en}>d>,2,VB,630.77,0.94,,rained
rainfall,8,547,0.33,r"en.f%Ol,6,2,{rain}{fall},{r"en}.{f%Ol},2,NN,735.03,1,,rainfall
rainier,7,192,0.61,r"en.i@`,5,2,{rain}>y>>er>,{r"en}.>i>>@`>,3,JJ,1053,0.48,,rainier
raining,7,1159,9.78,r"en.IN,5,2,{rain}>ing>,{r"en}.>IN>,2,VB|NN,598.53,0.97,,raining
rains,5,1316,5.22,r"enz,4,1,{rain}>s>,{r"en}>z>,2,NN|VB,640.43,1,,rains
rainstorm,9,116,0.8,r"en.st%Orm,8,2,{rain}{storm},{r"en}.{st%Orm},2,NN,747.61,1,,rainstorm
rainwater,9,176,0.22,r"en.w%O.4@`,7,3,{rain}{water},{r"en}.{w%O.4@`},2,NN,718.12,0.97,,rainwater
rainy,5,1419,3.8,r"en.i,4,2,{rain}>y>,{r"en}.>i>,2,JJ,615.25,0.94,,rainy
raise,5,24837,55.2,r"ez,3,1,{raise},{r"ez},1,VB|NN,672.18,1,,raise
raised,6,20466,25.73,r"ezd,4,1,{raise}>ed>,{r"ez}>d>,2,VB,631.58,0.97,,raised
raiser,6,387,0.24,r"ez.@`,4,2,{raise}>er>,{r"ez}.>@`>,2,NN,692.58,0.8,,raiser
raises,6,5744,1.9,r"ez.@z,5,2,{raise}>s>,{r"ez}.>@z>,2,VB|NN,600.42,0.94,,raises
raisin,6,314,1.63,r"e.zn=,4,2,{raisin},{r"e.zn=},1,NN,741.52,0.91,,raisin
raising,7,8673,11.25,r"ez.IN,5,2,{raise}>ing>,{r"ez}.>IN>,2,VB|NN,626.62,1,,raising
raj,3,1417,0.39,r"AdZ,3,1,{raj},{r"AdZ},1,NN,1016.8,0.15,,raj
rajah,5,102,0.39,r"A.dZ@,4,2,{rajah},{r"A.dZ@},1,NN,748.38,0.24,,rajah
rake,4,919,2.98,r"ek,3,1,{rake},{r"ek},1,VB|NN,612.86,0.91,,rake
raked,5,253,0.37,r"ekt,4,1,{rake}>ed>,{r"ek}>t>,2,VB,725.59,0.97,,raked
rakish,6,31,0.06,r"ek.IS,5,2,{rake}>ish>,{r"ek}.>IS>,2,JJ,896,0.11,,rakish
rakishly,8,4,0.02,r"ek.IS.li,7,3,{rake}>ish>>ly>,{r"ek}.>IS>.>li>,3,RB,764.86,0.26,,rakishly
rallied,7,394,0.39,r"a.lid,5,2,{rally}>ed>,{r"a.li}>d>,2,VB,723.33,0.91,,rallied
rallies,7,897,0.8,r"a.liz,5,2,{rally}>s>,{r"a.li}>z>,2,NN|VB,780.41,0.87,,rallies
rally,5,5455,7.22,r"a.li,4,2,{rally},{r"a.li},1,NN|VB,643.06,0.91,,rally
rallying,8,591,0.29,r"a.li.IN,6,3,{rally}>ing>,{r"a.li}.>IN>,2,VB,808.21,0.91,,rallying
Ralph,5,8569,15.35,r"alf,4,1,{ralph},{r"alf},1,NN,599.68,0.97,,ralph
ram,3,65790,6.43,r"am,3,1,{ram},{r"am},1,NN|VB,728.3,0.88,,ram
Ramadan,7,1092,0.22,r"a.m@.dan,7,3,{ramadan},{r"a.m@.dan},1,NN,881.27,0.67,,ramadan
ramble,6,735,0.61,r"am.bl=,5,2,{ramble},{r"am.bl=},1,VB,681.38,0.97,,ramble
rambler,7,432,0.2,r"am.bl@`,6,2,{ramble}>er>,{r"am.bl}>@`>,2,NN,715.91,1,,rambler
rambles,7,104,0.08,r"am.bl=z,6,2,{ramble}>s>,{r"am.bl=}>z>,2,VB|NN,770.86,0.85,,rambles
rambling,8,1642,1.35,r"am.bl=.IN,7,3,{ramble}>ing>,{r"am.bl=}.>IN>,2,NN|VB|JJ,712.42,0.91,,rambling
ramblings,9,1006,0.37,r"am.bl=.INz,8,3,{ramble}>ing>>s>,{r"am.bl=}.>IN>>z>,3,NN,742.03,0.91,,ramblings
rambunctious,12,120,0.27,ram.b"VNk.S@s,10,3,{rambunctious},{ram.b"VNk.S@s},1,JJ,1131.48,0.74,,rambunctious
rammed,6,684,0.86,r"amd,4,1,{ram}>ed>,{r"am}>d>,2,VB,753.9,0.85,,rammed
ramming,7,486,0.41,r"am.IN,5,2,{ram}>ing>,{r"am}.>IN>,2,VB,770.33,0.83,,ramming
ramp,4,2793,2.88,r"amp,4,1,{ramp},{r"amp},1,NN|VB,714.78,1,,ramp
rampage,7,1277,1.04,r"am.pedZ,6,2,{ramp--age},{r"am.p--edZ},2,NN,748.15,1,,rampage
rampant,7,1739,0.96,r"am.p@nt,7,2,{ramp--ant},{r"am.p--@nt},2,JJ,728.56,0.84,,rampant
rampart,7,455,0.73,r"am.pArt,7,2,{rampart},{r"am.pArt},1,NN,809.61,0.72,,rampart
ramps,5,906,0.41,r"amps,5,1,{ramp}>s>,{r"amp}>s>,2,NN|VB,694.8,0.91,,ramps
ramrod,6,94,0.43,r"am.r%Ad,6,2,{ram}{rod},{r"am}.{r%Ad},2,NN|VB,787.2,0.45,,ramrod
ramshackle,10,57,0.04,r"am.S%a.kl=,7,3,{ramshackle},{r"am.S%a.kl=},1,JJ,929.17,0.74,,ramshackle
ran,3,30986,84.24,r"an,3,1,{ran},{r"an},1,VB,590.91,0.94,,ran
ranch,5,3653,17.55,r"antS,4,1,{ranch},{r"antS},1,NN,578.55,0.97,,ranch
rancher,7,570,0.92,r"antS.@`,5,2,{ranch}>er>,{r"antS}.>@`>,2,NN,673.76,0.91,,rancher
ranchers,8,798,0.88,r"antS.@`z,6,2,{ranch}>er>>s>,{r"antS}.>@`>>z>,3,NN,743.78,0.94,,ranchers
ranches,7,243,0.53,r"antS.@z,6,2,{ranch}>s>,{r"antS}.>@z>,2,NN,691.97,0.94,,ranches
rancho,6,610,0.76,r"an.tSo,5,2,{rancho},{r"an.tSo},1,NN,763.73,0.48,,rancho
rancid,6,617,0.49,r"an.sId,6,2,{rancid},{r"an.sId},1,JJ,682.57,0.8,,rancid
rancor,6,351,0.18,r"aN.k@`,5,2,{rancor},{r"aN.k@`},1,NN,807.69,0.48,,rancor
rancorous,9,28,0.04,r"aN.k@`.@s,7,3,{rancor}>ous>,{r"aN.k@`}.>@s>,2,JJ,947.81,0.47,,rancorous
rand,4,7231,2.35,r"and,4,1,{rand},{r"and},1,NN,743.36,0.33,,rand
random,6,22335,10.24,r"an.4@m,6,2,{random},{r"an.4@m},1,JJ|NN,605.87,0.94,,random
Randy,5,11522,11.22,r"an.4i,5,2,{randy},{r"an.4i},1,NN|JJ,694.25,0.91,,randy
rang,4,1730,5.43,r"aN,3,1,{rang},{r"aN},1,VB,715.23,0.88,,rang
range,5,58184,22.76,r"endZ,4,1,{range},{r"endZ},1,NN|VB,638.35,0.94,,range
ranged,6,1183,0.14,r"endZd,5,1,{range}>ed>,{r"endZ}>d>,2,VB,705.21,1,,ranged
ranger,6,3712,7.43,r"endZ.@`,5,2,{range}>er>,{r"endZ}.>@`>,2,NN,621.53,0.97,,ranger
rangers,7,5073,4.78,r"endZ.@`z,6,2,{range}>er>>s>,{r"endZ}.>@`>>z>,3,NN,614.91,1,,rangers
ranges,6,4913,0.65,r"endZ.@z,6,2,{range}>s>,{r"endZ}.>@z>,2,NN|VB,672.48,0.91,,ranges
ranging,7,4860,0.39,r"endZ.IN,6,2,{range}>ing>,{r"endZ}.>IN>,2,VB,726.21,0.88,,ranging
rank,4,9512,8.49,r"aNk,4,1,{rank},{r"aNk},1,NN|VB,623.24,1,,rank
ranked,6,3044,0.96,r"aNkt,5,1,{rank}>ed>,{r"aNk}>t>,2,VB,649.18,1,,ranked
ranker,6,29,0.04,"raNk@`,5,2,NULL,NULL,NULL,NN,751,0.52,,ranker
rankest,7,45,0.04,r"aNk.Ist,7,2,{rank}>est>,{r"aNk}.>Ist>,2,JJ,795.94,0.5,,rankest
ranking,7,3647,1.39,r"aNk.IN,6,2,{rank}>ing>,{r"aNk}.>IN>,2,JJ|NN|VB,635.42,0.97,,ranking
ranks,5,4492,3.9,r"aNks,5,1,{rank}>s>,{r"aNk}>s>,2,NN|VB,622.71,1,,ranks
ransack,7,49,0.27,r"an.sak,6,2,{ransack},{r"an.sak},1,VB,836.4,0.78,,ransack
ransacked,9,134,0.65,r"an.sakt,7,2,{ransack}>ed>,{r"an.sak}>t>,2,VB,840.07,0.88,,ransacked
ransacking,10,68,0.24,r"an.sak.IN,8,3,{ransack}>ing>,{r"an.sak}.>IN>,2,VB,915.13,0.73,,ransacking
ransom,6,825,9.76,r"an.sm=,5,2,{ransom},{r"an.sm=},1,NN,653.97,1,,ransom
rant,4,2862,0.67,r"ant,4,1,{rant},{r"ant},1,VB,607,0.82,,rant
ranted,6,194,0.04,r"an4.@d,6,2,{rant}>ed>,{r"an4}.>@d>,2,VB,784.32,0.63,,ranted
rap,3,5295,13.04,r"ap,3,1,{rap},{r"ap},1,NN|VB,705.42,1,,rap
rapacious,9,199,0.1,r@.p"e.S@s,7,3,{rapac--ious},{r@.p"e.S--@s},2,JJ,971.2,0.48,,rapacious
rape,4,12684,16,r"ep,3,1,{rape},{r"ep},1,NN|VB,619.6,1,,rape
raped,5,4056,11.63,r"ept,4,1,{rape}>ed>,{r"ep}>t>,2,VB,679.52,1,,raped
rapes,5,1002,0.86,r"eps,4,1,{rape}>s>,{r"ep}>s>,2,NN|VB,717.69,0.97,,rapes
Raphael,7,1849,1.75,r"a.fe.El,6,3,{raphael},{r"a.fe.El},1,NN,785.2,0.88,,raphael
rapid,5,9126,4.37,r"a.p@d,5,2,{rapid},{r"a.p@d},1,JJ|RB,589.09,1,,rapid
rapidly,7,11246,3.71,r"a.p@d.li,7,3,{rapid}>ly>,{r"a.p@d}.>li>,2,RB,629.44,0.97,,rapidly
rapier,6,417,0.24,r"e.pi@`,5,2,{rapier},{r"e.pi@`},1,NN,837.89,0.55,,rapier
raping,6,1107,1.59,r"ep.IN,5,2,{rape}>ing>,{r"ep}.>IN>,2,VB,773.58,0.97,,raping
rapist,6,1433,3.18,r"ep.Ist,6,2,{rape}>ist>,{r"ep}.>Ist>,2,NN,726.85,1,,rapist
rapists,7,991,0.96,r"ep.Ists,7,2,{rape}>ist>>s>,{r"ep}.>Ist>>s>,3,NN,799.61,0.94,,rapists
rapped,6,127,0.25,r"apt,4,1,{rap}>ed>,{r"ap}>t>,2,VB,848.18,0.85,,rapped
rapping,7,238,0.94,r"ap.IN,5,2,{rap}>ing>,{r"ap}.>IN>,2,VB|NN,749.77,0.94,,rapping
rapport,7,745,0.63,ra.p"Or,5,2,{rapport},{ra.p"Or},1,NN,763.59,0.77,,rapport
rapprochement,13,76,0.1,r%a.proS.m"An,9,3,{rapprochement},{r%a.proS.m"An},1,NN,971.22,0.31,,rapprochement
rapscallion,11,9,0.04,rap.sk"a.lj@n,10,3,{rapscallion},{rap.sk"a.lj@n},1,NN,1281.25,0.24,,rapscallion
rapt,4,132,0.24,r"apt,4,1,{rapt},{r"apt},1,JJ,825.31,0.39,,rapt
rapture,7,813,0.86,r"ap.tS@`,5,2,{rapt}>ure>,{r"ap.tS}>@`>,2,NN,632.1,0.91,,rapture
raptures,8,15,0.08,r"ap.tS@`z,6,2,{rapt}>ure>>s>,{r"ap.tS}>@`>>z>,3,NN,730.06,0.97,,raptures
rapturous,9,86,0.06,r"ap.tS@`.@s,7,3,{rapt}>ure>>ous>,{r"ap.tS}>@`>.>@s>,3,JJ,928.23,0.79,,rapturous
rare,4,36258,21.31,r"Er,3,1,{rare},{r"Er},1,JJ,566.97,0.97,,rare
rarely,6,13743,6.71,r"Er.li,5,2,{rare}>ly>,{r"Er}.>li>,2,RB,641.03,0.97,,rarely
rarer,5,681,0.2,r"Er.@`,4,2,{rare}>er>,{r"Er}.>@`>,2,JJ,793.21,0.56,,rarer
rarity,6,2293,0.39,r"Er.@.4i,6,3,{rare}>ity>,{r"Er}.>@.4i>,2,NN,794.14,0.85,,rarity
rascal,6,321,3.94,r"a.sk@l,6,2,{rascal},{r"a.sk@l},1,NN,712.73,0.83,,rascal
rascals,7,480,0.86,r"a.sk@lz,7,2,{rascal}>s>,{r"a.sk@l}>z>,2,NN,658.03,0.94,,rascals
rash,4,2285,8.04,r"aS,3,1,{rash},{r"aS},1,NN,662.09,0.97,,rash
rasp,4,122,0.1,r"asp,4,1,{rasp},{r"asp},1,NN|VB,817.81,0.79,,rasp
raspberry,9,674,1.88,r"az.b%E.ri,7,3,{rasp--berry},{r"az-.-b%E.ri},2,NN|JJ,713.1,0.94,,raspberry
rasping,7,45,0.06,r"asp.IN,6,2,{rasp}>ing>,{r"asp}.>IN>,2,JJ|VB,746.21,0.58,,rasping
rasps,5,10,0.02,r"asps,5,1,{rasp}>s>,{r"asp}>s>,2,VB|NN,873.06,0.55,,rasps
rat,3,7399,32.61,r"at,3,1,{rat},{r"at},1,NN,521.97,1,,rat
ratchet,7,339,0.75,r"a.tS@t,5,2,{ratchet},{r"a.tS@t},1,NN|VB,711.26,0.72,,ratchet
rate,4,87417,24.92,r"et,3,1,{rate},{r"et},1,NN|VB,578.64,0.9,,rate
rated,5,9139,1.43,r"e4.@d,5,2,{rate}>ed>,{r"e4}.>@d>,2,VB,649.44,1,,rated
rates,5,37473,4.1,r"ets,4,1,{rate}>s>,{r"et}>s>,2,NN|VB,647.38,0.94,,rates
rather,6,146049,114.22,r"a.D@`,4,2,{rather},{r"a.D@`},1,RB|minor,679.1,0.91,,rather
ratified,8,1161,0.27,r"a.4@.faId,7,3,{rat--ify}>ed>,{r"a.4--@.faI}>d>,3,VB,783.69,0.81,,ratified
ratify,6,449,0.12,r"a.4@.faI,6,3,{rat--ify},{r"a.4--@.faI},2,VB,805,0.97,,ratify
rating,6,12090,2.2,r"e4.IN,5,2,{rate}>ing>,{r"e4}.>IN>,2,NN|VB,632.48,0.97,,rating
ratings,7,8508,4,r"e4.INz,6,2,{rate}>ing>>s>,{r"e4}.>IN>>z>,3,NN,671.52,0.94,,ratings
ratio,5,12435,3.22,r"e.Si.o,5,3,{ratio},{r"e.Si.o},1,NN,652.22,0.97,,ratio
ration,6,551,1.29,r"a.Sn=,4,2,{ration},{r"a.Sn=},1,NN,759.97,0.97,,ration
rational,8,11109,5.02,r"aS.nl=,5,2,{rational},{r"aS.nl=},1,JJ,621.97,0.97,,rational
rationale,9,2666,0.37,r%a.Sn=."al,6,3,{rationale},{r%a.Sn=."al},1,NN,774.59,0.88,,rationale
rationalist,11,208,0.06,r"aS.nl=.Ist,8,3,{rationale}>ist>,{r"aS.nl=}.>Ist>,2,JJ,784.23,0.91,,rationalist
rationalize,11,886,0.61,r"aS.nl=.aIz,7,3,{rationale}>ise>,{r"aS.nl=}.>aIz>,2,VB,812.64,0.97,,rationalize
rationalized,12,277,0.12,r"aS.nl=.aIzd,8,3,{rationale}>ise>>ed>,{r"aS.nl=}.>aIz>>d>,3,JJ,826.39,0.97,,rationalized
rationally,10,1091,1.14,r"aS.nl=.i,6,3,{rational}>ly>,{r"aS.nl=}.>i>,2,RB,713.28,0.94,,rationally
rationed,8,98,0.33,r"a.Sn=d,5,2,{ration}>ed>,{r"a.Sn=}>d>,2,VB,739.94,0.94,,rationed
rationing,9,339,0.57,r"a.Sn=.IN,6,3,{ration}>ing>,{r"a.Sn=}.>IN>,2,VB|NN,815.29,0.85,,rationing
rations,7,467,1.86,r"a.Sn=z,5,2,{ration}>s>,{r"a.Sn=}>z>,2,NN,714.46,0.81,,rations
ratios,6,2375,0.27,r"e.Si.oz,6,3,{ratio}>s>,{r"e.Si.o}>z>,2,NN,655.35,1,,ratios
rats,4,7486,16.63,r"ats,4,1,{rat}>s>,{r"at}>s>,2,NN|VB|minor,608.03,1,,rats
rattail,7,3,0.02,r"at.t%el,6,2,{rat}{tail},{r"at}.{t%el},2,NN,907.61,0.8,,rattail
rattan,6,115,0.08,ra.t"an,5,2,{rattan},{ra.t"an},1,NN,970.43,0.2,,rattan
rattle,6,1234,3.37,r"a.4l=,4,2,{rattle},{r"a.4l=},1,NN|VB,660.15,1,,rattle
rattlebrained,13,0,0.04,"ratl="brend,9,3,NULL,NULL,NULL,JJ,1255.44,0.55,,rattlebrained
rattled,7,337,1.16,r"a.4l=d,5,2,{rattle}>ed>,{r"a.4l=}>d>,2,VB,735.36,0.97,,rattled
rattler,7,129,0.49,r"a.4l=.@`,5,3,{rattle}>er>,{r"a.4l=}.>@`>,2,NN,710.21,0.97,,rattler
rattlers,8,45,0.24,r"a.4l=.@`z,6,3,{rattle}>er>>s>,{r"a.4l=}.>@`>>z>,3,NN,756.58,0.91,,rattlers
rattles,7,360,0.76,r"a.4l=z,5,2,{rattle}>s>,{r"a.4l=}>z>,2,VB|NN,680.83,0.94,,rattles
rattlesnake,11,235,1.69,r"a.4l=.sn%ek,8,3,{rattle}{snake},{r"a.4l=}.{sn%ek},2,NN,703.73,1,,rattlesnake
rattlesnakes,12,83,0.65,r"a.4l=.sn%eks,9,3,{rattle}{snake}>s>,{r"a.4l=}.{sn%ek}>s>,3,NN,716.21,1,,rattlesnakes
rattling,8,493,2.82,r"a.4l=.IN,6,3,{rattle}>ing>,{r"a.4l=}.>IN>,2,VB|NN,729.74,0.97,,rattling
ratty,5,177,0.71,r"a4.i,4,2,{rat}>y>,{r"a4}.>i>,2,JJ|NN,809.52,0.85,,ratty
raucous,7,152,0.31,r"O.k@s,5,2,{raucous},{r"O.k@s},1,JJ,794,0.42,,raucous
raunchy,7,192,0.35,r"On.tSi,5,2,{raunch--y},{r"On.tS--i},2,JJ,742.61,0.82,,raunchy
ravage,6,363,0.53,r"a.v@dZ,5,2,{ravage},{r"a.v@dZ},1,VB,812.32,0.91,,ravage
ravages,7,239,0.2,r"a.v@dZ.@z,7,3,{ravage}>s>,{r"a.v@dZ}.>@z>,2,NN|VB,761.07,0.82,,ravages
rave,4,2964,2.53,r"ev,3,1,{rave},{r"ev},1,VB,564.12,1,,rave
ravel,5,387,0.41,r@.v"El,5,2,{ravel},{r@.v"El},1,NN,717.82,0.65,,ravel
raven,5,3390,3.12,r"e.vn=,4,2,{raven},{r"e.vn=},1,NN|JJ,625.65,1,,raven
ravenous,8,221,0.51,r"a.vn=.@s,6,3,{raven}>ous>,{r"a.vn=}.>@s>,2,JJ,801.07,0.94,,ravenous
ravine,6,279,1.84,r@.v"in,5,2,{ravine},{r@.v"in},1,NN,795.23,0.79,,ravine
ravines,7,31,0.06,r@.v"inz,6,2,{ravine}>s>,{r@.v"in}>z>,2,NN,815.14,0.45,,ravines
raving,6,1838,3.16,r"ev.IN,5,2,{rave}>ing>,{r"ev}.>IN>,2,VB|JJ|NN,675.37,0.84,,raving
ravish,6,48,0.29,r"a.vIS,5,2,{ravish},{r"a.vIS},1,VB,717.65,0.91,,ravish
ravishing,9,131,1.55,r"a.vIS.IN,7,3,{ravish}>ing>,{r"a.vIS}.>IN>,2,VB|NN|JJ,735.27,0.94,,ravishing
raw,3,12360,10.18,r"O,2,1,{raw},{r"O},1,JJ|NN,622.2,1,,raw
rawhide,7,283,1.1,r"O.h%aId,5,2,{raw}{hide},{r"O}.{h%aId},2,NN,796.6,0.88,,rawhide
ray,3,23072,97.37,r"e,2,1,{ray},{r"e},1,NN,599,0.94,,ray
rayon,5,220,0.31,r"e.An,4,2,{rayon},{r"e.An},1,NN,814.96,0.71,,rayon
rays,4,1644,4.33,r"ez,3,1,{ray}>s>,{r"e}>z>,2,NN,698.8,1,,rays
raze,4,110,0.16,r"ez,3,1,{raze},{r"ez},1,VB,803.68,0.67,,raze
razing,6,31,0.06,r"ez.IN,5,2,{raze}>ing>,{r"ez}.>IN>,2,VB,709.67,0.71,,razing
razor,5,3264,6.88,r"e.z@`,4,2,{raz--or},{r"e.z--@`},2,NN,708.59,0.97,,razor
razorback,9,65,0.1,r"e.z@`.b%ak,7,3,{raz--or}{back},{r"e.z--@`}.{b%ak},3,NN,798.36,1,,razorback
razzle,6,81,0.16,r"a.zl=,4,2,{razzle},{r"a.zl=},1,NN,829.31,0.88,,razzle
reach,5,34160,56.92,r"itS,3,1,{reach},{r"itS},1,VB|NN,561.06,0.97,,reach
